treatment,conversion,active_days,gender,age,time_spent_in_app,used_discount,used_bogo,channel_Web,channel_phone,hours_listening,yandex_pay_balance
treatment1,0,25.185768448236594,0,48,0,1,0,0,0,11.585845287240526,6181.59185892414
treatment1,1,21.252787764978944,1,35,2,1,0,0,0,11.272046571889886,6095.778560088835
control,0,16.38532068834998,0,39,0,0,1,0,0,7.384409757024281,4370.6817015261895
control,1,5.197101902720716,0,40,0,0,0,1,0,4.900519710923329,3442.502815372196
treatment1,0,24.11596345702995,1,28,1,0,0,0,1,6.002942921788577,3583.729439126281
treatment1,0,26.69997323480697,1,36,0,1,0,0,0,11.509560335439499,6026.1340087471835
control,0,8.366896604333657,1,46,1,0,1,0,0,9.612360296810508,4937.02876631495
treatment1,0,25.342463998997665,0,45,1,1,0,0,1,10.17610291109505,5767.4693872873795
control,0,8.103861148687136,1,56,2,0,1,0,0,14.669514820632605,5910.735168170134
control,0,4.909196486141165,1,43,1,1,0,0,1,9.118183320792067,5493.712247282545
treatment1,1,25.15754126787322,1,36,2,0,0,0,0,13.82480439414054,5419.427589861889
control,0,7.855460229262897,0,49,2,1,1,1,0,8.257998330910372,4812.5585804748
treatment1,1,23.30533003819003,0,29,2,0,0,0,0,10.895572635234672,3160.4572937649127
treatment1,1,21.818278550345862,1,43,0,1,0,0,1,7.49583679103398,5534.76482079337
treatment1,0,15.257574161886357,1,40,3,0,1,0,1,5.2800771974096055,3681.8018876135834
treatment1,0,20.10942992513897,0,42,0,1,1,1,0,10.104215584825987,5419.155230716919
control,1,4.2554051468126985,1,38,0,0,0,0,0,7.776490641875958,3684.103754381992
control,0,13.370377510042413,0,32,1,0,1,0,1,10.430316983132624,3253.157128269661
control,0,9.017958773919245,0,39,0,0,0,0,0,12.244821642315358,5601.736995408165
control,0,7.8224672616389475,0,38,0,0,0,1,1,10.393257456635528,4225.109699028028
control,0,8.550984526332634,1,32,0,1,1,0,0,8.32924613373648,6280.871414882621
control,0,9.438430164489352,0,34,1,1,0,0,1,4.1901732959234135,4256.602447736576
treatment1,1,17.35916373368279,0,35,2,0,0,1,1,8.528783995148729,2902.8318308194002
control,1,5.9632818029887655,0,37,0,0,0,0,1,11.204489368064898,4299.278527484742
treatment1,0,30.136083889101833,0,57,0,1,1,1,1,5.820498919785049,4495.239881873549
treatment1,1,22.136605620582152,1,46,3,1,0,0,1,8.29273291648251,4954.226042643904
treatment1,0,23.550658161493864,0,34,2,0,0,0,1,4.203110583593965,2798.0028537763496
control,0,8.295509667961309,1,49,0,0,0,0,0,9.572721204230008,4839.216479690303
treatment1,1,16.146277828689627,1,47,0,1,0,0,0,9.018657936365798,6161.731995997874
control,1,4.57192303245249,1,28,1,0,1,0,0,6.738003815609039,1327.4593494023109
control,0,8.493410706686053,0,32,1,1,0,0,0,12.958040444631775,6536.79598075392
control,0,6.907999577767952,0,39,2,0,1,0,1,16.205308515804603,6508.303857209179
treatment1,1,25.816570658308077,1,34,1,0,0,0,0,10.518168660105761,4443.156194274937
treatment1,0,18.796839040651072,1,38,1,1,0,0,1,7.19295272453823,4635.004617019201
control,1,9.934859654761285,1,40,0,0,0,0,0,10.129678551309368,4116.862204687286
control,1,4.247940263207793,1,37,0,0,0,1,1,11.446402392660778,5253.100470961008
treatment1,1,27.094747106690726,1,48,2,1,0,0,0,8.914317021818615,5978.74224913175
control,0,4.459261085124317,1,52,0,0,1,1,1,9.962894971571888,4435.05777835679
control,1,4.7709882693172645,1,54,1,1,0,0,0,11.357632528333594,8512.982228577504
control,0,4.353363643842963,0,31,1,1,1,0,0,9.4723850071971,5529.218637646034
treatment1,1,23.169859383524177,0,45,1,1,0,0,0,10.6382739571654,6559.091241356919
control,1,5.135897845927808,1,32,0,0,0,1,0,10.399773546128234,3645.684846646671
control,1,1.4252708928131725,0,38,3,0,0,1,0,10.098582656323504,4294.871009314128
treatment1,1,19.121797512829,1,35,1,0,0,0,1,9.781792910933152,4166.642078883424
treatment1,0,23.019074286031422,1,33,0,0,0,1,1,13.882300532763585,5617.535668166675
treatment1,1,34.82578862445053,1,40,2,0,0,0,0,7.061886762682991,3908.972648430885
treatment1,0,23.775827059694628,0,25,2,1,0,0,1,3.482836496622383,4797.042954782065
control,0,8.649592069015776,1,45,0,0,0,1,0,5.538906539188455,2781.7770272420244
treatment1,1,19.4021251832549,1,38,0,1,0,1,0,11.432395862725643,5908.6228509338425
treatment1,1,20.126413883195113,0,38,0,0,0,0,1,3.2522382412757738,2617.296080073398
control,0,6.409042258371519,1,52,0,1,1,0,0,7.371339142075214,5094.133582934228
control,0,4.822160558601456,1,59,2,1,0,1,1,8.80024685750354,5581.883826789015
treatment1,0,17.363456690245933,1,51,0,0,0,0,0,5.737966246018951,3956.8932594560797
treatment1,1,25.331487892784363,0,43,0,1,0,0,1,6.949005415109564,4420.662186768448
treatment1,0,25.673961497422052,0,41,1,1,0,1,0,12.42736344454421,5900.173664577763
control,0,9.759582442430874,0,48,0,1,0,0,0,10.96215371499493,5747.708077077569
control,0,10.812042903140958,0,41,1,1,0,0,0,9.885592142628214,6835.940806737102
treatment1,1,27.385797142177793,0,39,1,1,0,1,0,10.95275083488687,5552.100177869311
treatment1,0,24.294460123964456,0,31,1,0,1,0,1,10.85276719866826,4752.8210418767385
treatment1,0,17.98668771937302,1,53,1,1,1,0,0,9.696876842155628,5229.0777078592055
control,0,5.4222781919406655,1,39,1,1,0,0,1,9.386260432848172,5126.080611617994
control,0,13.576366270597413,0,47,2,1,1,0,0,11.081533024177958,5867.832202089718
treatment1,0,23.996585743176766,0,37,2,1,0,0,0,10.634589930958942,5537.275099204897
control,0,7.477915345066708,1,41,2,1,1,1,0,8.039859572506963,5803.922527285163
treatment1,0,19.69439427163121,0,43,0,1,0,0,1,9.25739968974356,5551.6480966879635
control,1,8.567012328722567,0,27,1,0,0,0,0,7.7126032201472725,2487.7119694030744
control,0,11.005521740077702,0,36,3,1,0,0,1,9.535667582062622,5145.187006373379
control,1,2.2323429641684625,0,40,1,1,0,0,0,7.584131814672691,4553.651862687138
control,1,2.800403835615784,1,43,1,1,0,1,0,8.816701028691055,5525.902614273023
control,0,5.79033668267191,0,34,1,0,0,0,0,10.962101567592581,4807.337398762575
treatment1,0,15.533231596117055,0,39,0,0,0,1,0,12.12192369748669,4509.011777811553
treatment1,0,23.890224153576405,0,36,1,0,0,0,0,9.799381825253052,4975.038114249998
treatment1,0,16.951184294695544,1,43,1,0,0,1,1,12.510881001933134,4950.454902317675
control,0,4.538970973973014,0,35,0,0,1,0,0,10.612062350823708,4515.608563840051
control,0,10.494758669798966,0,46,1,0,0,0,0,10.039028386060675,5035.788298489172
control,0,11.24162424660442,1,47,1,1,1,0,1,8.865154440766759,5039.356097745752
control,0,9.618538875039405,0,30,1,1,0,0,0,10.066106810789277,5147.685103329195
treatment1,0,28.06746167120923,0,43,0,0,0,1,0,6.146788279360199,3809.532988730382
control,0,11.712882193739302,0,44,0,0,0,0,0,9.547324460972506,4525.01892892598
treatment1,0,20.148476373442858,0,38,0,1,0,0,0,9.777457995973505,5365.948328339451
control,1,9.323925050205876,1,35,3,0,1,0,1,9.301834336308882,4279.564806305814
control,1,5.133475729660735,1,52,1,1,1,1,0,13.568273505169707,7610.9746523503745
control,1,3.5494421479034193,0,43,0,0,0,0,1,9.650034172536357,4499.496569697736
control,0,8.277691995574337,0,45,2,0,0,0,1,7.232438529606019,3649.8061592894633
treatment1,0,19.733243277682,1,30,2,1,1,0,0,9.007981131268476,5944.3274256410805
treatment1,0,18.09223171138427,1,41,1,1,0,0,0,13.824729719772836,6928.013750573375
treatment1,1,21.9131799095231,1,34,1,0,0,0,0,7.0341514571742705,3255.1116133288297
control,1,9.793256923199936,0,42,1,1,1,1,0,9.054016394406263,5544.332410044778
treatment1,1,17.043764572671407,1,34,2,0,1,0,0,7.560228766280402,3902.8729007166808
treatment1,0,20.362450384447282,1,37,1,0,1,0,0,12.4501222669058,5517.190782687923
treatment1,0,17.215925088689808,0,41,0,0,1,0,0,12.200843158681447,5024.10050674369
treatment1,1,24.11143289429006,0,38,1,0,0,0,0,10.27577859307128,4913.553564657826
treatment1,0,26.20681507841979,0,42,1,1,0,0,1,9.762774842860921,5197.1766615512915
control,1,1.1947163230994882,1,47,3,1,1,1,1,7.359329761712418,5180.693769796893
control,0,9.84267164855238,0,25,0,0,1,0,1,8.3312125184192,4683.659658356424
control,0,10.385294481820477,0,40,0,1,0,0,0,9.383159964438434,5726.5270242866545
treatment1,0,18.097995291576567,0,46,5,0,0,1,0,11.214682399526234,5236.459790234355
control,0,-0.13508303532841914,0,40,0,1,0,0,0,12.242744016668219,6102.27078845801
treatment1,0,28.829091761138947,0,43,0,1,0,1,0,8.69522949183462,4866.757539636209
control,0,2.428508350280108,1,39,0,0,1,1,1,4.762853355864548,3202.007239482031
treatment1,0,24.454659511032233,0,35,2,0,0,1,0,8.799595434320736,4617.460490460221
treatment1,1,27.768329250207813,0,31,1,0,1,0,0,9.939513016551373,3465.494584901323
control,0,10.61901270377959,1,37,1,0,1,0,1,10.435802578317164,5000.195420950782
treatment1,0,24.701850593980915,0,30,2,1,0,1,0,2.9659301662732966,3939.9080445441987
control,1,12.170127801685263,0,39,1,0,1,0,0,9.147848942606181,4821.2801634659445
control,0,9.207251161956076,0,44,2,1,1,0,0,13.41054118193311,7045.237019409815
control,0,12.604409889445673,0,39,2,1,0,1,1,8.998109629767788,4874.194014336902
control,1,10.479572786329504,0,32,0,0,0,0,0,8.382514124186788,3103.699571024748
treatment1,0,21.734766311161454,0,42,3,0,0,0,0,8.873571973456002,4592.2457484605875
control,0,5.174012219682525,1,52,0,1,1,0,0,12.53786919759904,6250.1658026676905
treatment1,1,18.95192066048108,1,37,1,0,0,0,0,8.478938449923723,4090.448577828501
control,0,6.847351848310212,0,41,1,0,0,1,0,10.255618802877937,5046.445809791774
control,1,7.426275617119831,1,45,0,1,0,0,0,9.786143470860548,6256.799485557839
treatment1,0,20.712093719564987,0,48,0,0,0,1,0,8.826946312254279,3386.1295529197864
control,0,10.048014067931868,0,48,0,1,0,0,0,12.34746978448391,6598.72030204303
treatment1,0,25.63480778917496,0,45,0,1,0,0,1,10.743955323503322,5908.36085368224
control,1,12.71929395814088,0,31,1,0,0,0,1,15.159172177604027,4376.346064260264
control,0,3.731875764101093,1,47,1,0,0,1,0,8.817933447280005,4170.090962867276
treatment1,1,17.4874823007631,1,40,1,0,1,1,0,10.787325060378247,5121.696291791063
treatment1,1,19.24519792246946,0,32,1,0,0,0,0,8.934480633195365,3850.4551016593423
treatment1,1,24.43358800474668,1,35,2,0,0,0,0,9.88876500987691,4494.376554317273
treatment1,0,26.16211486655165,0,43,0,0,0,1,1,12.086003075446083,5298.60683129188
control,1,3.640847919129469,0,59,0,1,0,0,0,9.307825659833224,8009.770975669454
treatment1,0,24.800589319366274,1,38,0,0,0,0,0,12.18834763175668,4965.2407102956395
treatment1,0,31.057406131585793,1,34,1,0,0,1,0,9.347714401513624,4791.431527769533
treatment1,0,21.156689008679365,1,31,1,0,0,0,1,7.387998037376169,4432.427682801938
treatment1,0,24.203629109481792,1,42,1,0,0,0,0,9.991477858732873,4681.389158660793
control,1,4.340565012814372,0,41,4,0,0,0,1,10.052093022532855,3773.4215907469684
treatment1,1,25.00688472571067,1,47,0,1,1,0,0,7.727933912742177,5371.043527519101
treatment1,1,22.69854693785085,1,41,2,0,0,0,1,4.349101207764891,3159.9479719233373
treatment1,0,26.685932997246105,0,42,3,0,0,0,0,8.792986810454654,4717.79147880793
treatment1,1,25.575594929099644,0,25,1,0,0,0,1,9.344153640116652,2296.775150034476
control,1,6.369564251742689,0,40,3,1,1,1,0,10.60105990807488,5688.960037525801
treatment1,1,18.93644144895824,1,48,0,1,1,0,0,6.645413808898535,5139.007142233882
control,1,11.27905252172274,0,36,0,0,0,0,1,11.614481825009053,4994.532302898444
treatment1,1,27.412802692764373,1,40,0,0,1,0,1,8.919145693084264,4589.232745776313
treatment1,0,26.77976693458057,0,39,1,1,0,0,0,6.009971528930311,4227.945241352287
control,0,16.553234703682847,1,46,0,1,1,0,1,7.881433733222235,5021.090261084028
treatment1,1,25.48841703783361,1,40,0,1,1,0,0,11.610567779248818,5829.897664515117
control,0,10.073144880422095,1,43,1,1,0,0,0,11.142651091257738,6326.216883129707
treatment1,1,21.8379384088959,1,31,0,0,1,0,0,8.04806036948391,2141.5917999651983
treatment1,1,27.602314078616327,0,41,2,0,0,0,1,9.898472677715258,4944.895776109864
control,0,1.82190828821083,0,35,1,1,0,0,0,7.405176423370877,4532.468471834513
control,0,9.920278200394726,1,35,2,1,0,0,0,10.644406338820191,5752.196444202219
treatment1,1,20.367185221052104,0,39,0,0,0,0,1,9.446556134722016,4932.129026689728
control,1,10.814496215796442,0,38,1,1,0,1,0,10.377874752312394,5308.770888376681
treatment1,1,22.19927214681199,1,47,1,1,1,1,0,11.139295128692293,6395.229327236492
control,0,8.126736801949852,1,33,0,0,0,0,0,9.614320026425274,4611.505682134311
control,0,11.514757883246464,0,31,0,1,0,0,0,5.993398934967061,4438.838858646381
treatment1,0,25.610534605819293,0,46,2,1,0,0,1,14.659713960065401,8482.042121297498
treatment1,1,18.014106100356884,1,31,2,0,0,0,1,8.032292783113265,4380.065107244651
control,1,10.644374283573606,1,48,1,1,0,1,0,14.945568524918126,8003.784384392656
control,1,8.491124957786571,1,44,1,1,0,1,0,8.424969884604328,6096.688907529656
treatment1,1,24.053630735075743,0,38,1,0,0,0,0,10.634087138508095,4477.257993432473
control,1,11.49393738385356,1,40,1,1,1,0,1,10.329735829821365,5549.064708881695
treatment1,1,20.562025183282838,1,37,0,1,0,0,0,9.576689664968699,5359.012621215294
treatment1,0,19.74958279037646,1,45,0,0,1,0,0,9.94565227458569,4007.425483123336
treatment1,1,16.873925715362887,0,37,1,1,1,1,0,8.6874760282475,5148.866259562138
control,0,9.512814178355738,0,36,0,1,0,1,0,10.150613023445976,5314.227642747119
control,0,7.278122812770456,0,33,0,0,1,0,0,9.476405881213676,4837.780203660055
control,0,10.986049443980614,1,38,2,1,0,0,0,9.973246302460359,5245.6793907041865
treatment1,1,21.868838236904203,0,32,1,1,1,0,0,11.169607008392697,5717.643754753775
treatment1,0,18.355302657929368,1,31,2,0,1,0,0,5.7131158286099835,3549.734810538087
control,1,7.362845116015913,1,44,0,1,0,0,1,13.640915144112228,6261.845405271288
control,0,9.315386972915906,1,34,1,1,0,0,0,9.649949499532445,5573.84353765333
control,0,2.4300854969701504,1,39,0,0,0,1,1,8.856056291638836,3678.9616468622708
treatment1,0,25.420451643636095,1,48,1,0,0,0,1,7.9253097978304945,4328.803259901028
control,0,7.729670023171812,0,42,1,1,0,0,0,7.00388762259964,4796.752640850163
control,0,6.169307077785252,1,29,2,0,0,1,0,7.242596970892866,4360.438452688532
treatment1,1,22.93963727956289,1,46,3,0,1,1,0,8.586405977240796,3439.3324282095655
treatment1,0,17.047208002057182,1,50,1,1,1,0,0,6.7791184869943795,4696.4898636552325
treatment1,1,14.783417616136447,0,39,1,1,1,0,0,6.988097714929503,4548.338691744466
control,0,2.670074278080568,1,41,0,0,0,1,1,8.756955366504393,4699.046164228088
treatment1,0,26.66180649865353,0,36,1,1,0,1,1,5.838103935472402,4112.378291510627
treatment1,1,17.695042012002855,0,32,2,0,0,0,0,8.736640184536586,3056.847134188494
treatment1,1,20.965661543778623,0,55,0,1,0,0,0,10.22202083984374,5357.722754973722
treatment1,1,23.10238034464363,1,49,3,1,1,0,1,8.710508655812193,6486.620799444716
control,0,8.944131274327837,0,54,0,0,0,0,0,9.088785079066298,4855.825746091567
control,1,9.997041470030403,1,29,0,0,0,0,0,11.299858486371054,3267.7419751829248
treatment1,1,24.343169330283555,0,37,0,1,1,0,0,13.539982602187434,6011.880822776942
control,1,10.369287846482582,0,42,2,1,1,1,1,9.51411817161764,5838.347381370712
control,0,10.641120773854642,0,38,1,1,0,1,1,7.90428097203491,5307.814403865582
treatment1,1,22.608416765629723,1,52,1,0,0,1,0,9.768666241351315,5018.35227208387
treatment1,1,22.10364126389712,1,36,0,1,0,0,0,9.447543768078082,5141.591126188216
treatment1,1,22.769127105707266,0,37,1,1,0,1,1,10.16561786510335,5184.0092062920985
treatment1,0,22.37019776053734,1,37,1,0,1,0,0,9.217645794926595,4563.427177699314
control,0,8.771033466153273,1,34,3,1,0,1,0,13.693536644568852,6496.994554603348
treatment1,1,22.347581262494874,1,40,2,1,1,0,1,12.874023516308927,6524.51300312687
control,1,4.75306357663386,1,37,2,0,0,1,0,11.612990442202904,5288.937257550605
treatment1,0,27.528433891285793,0,38,2,1,0,0,0,10.082486659563513,5219.922518980882
control,1,10.792079927154251,1,38,2,0,0,0,0,6.16449316127353,2688.7825559781018
control,0,3.515948430806561,1,38,1,1,0,1,0,8.627171216230302,5261.468768237944
control,1,10.533454823448915,0,36,0,0,0,0,1,7.111571461287095,3437.785454002754
treatment1,1,27.960863703306636,1,41,1,0,0,0,1,9.511766302607633,4527.436577735495
control,0,13.816080683672952,1,43,1,1,0,1,0,11.189265147818872,5480.382807830624
treatment1,0,20.91029878614421,0,41,0,0,0,1,1,11.671072372035402,5094.603040808713
control,1,13.298035480572246,1,45,2,1,0,0,0,10.51494484643586,6158.384476447049
treatment1,1,16.93178374957248,0,44,0,1,0,1,0,15.47426260765717,6530.887529397475
treatment1,0,10.170622276645751,0,42,0,1,1,0,0,10.04004722973069,6037.986881415725
control,0,5.670913601592979,1,45,0,1,0,1,0,10.494098216793793,5830.722973386269
control,1,5.46726533820875,0,36,2,1,1,0,1,14.105728282638557,6126.808255128042
treatment1,0,18.42699892571919,1,39,1,0,1,0,0,10.677206110598629,4351.895059610174
treatment1,1,25.060934775922412,0,32,0,0,0,0,0,6.915909741986964,3335.0870404676994
treatment1,1,14.790592540673181,0,32,0,0,0,0,0,15.563358910561373,5568.678066181378
control,0,7.586189368868314,0,34,2,0,0,0,0,11.494298926284138,5336.589741125472
control,1,3.768573172172488,0,39,1,0,0,1,0,9.388986647783833,4910.475964147548
treatment1,0,24.97319639013687,0,34,2,0,1,1,0,5.990339804062065,3866.914165709852
control,1,12.5853444322168,0,39,0,0,1,0,1,9.204558245224638,4528.356360582163
control,0,13.410204292538522,0,40,0,1,1,0,1,7.617381386932728,5277.996967418926
treatment1,0,27.654790915278138,0,32,2,0,1,1,0,11.498407128568477,4874.374563990673
control,0,4.140816058290309,0,26,0,1,0,0,0,7.544971286396153,4840.948048225885
treatment1,1,18.059508226026608,0,39,0,0,0,0,0,8.66266732289919,4735.198359500318
treatment1,0,20.72145410461607,0,34,1,0,1,1,0,11.417914004175165,4318.098790269433
treatment1,1,27.22554766049473,0,41,1,1,0,0,0,11.141945966106997,5711.4058382783305
treatment1,0,27.069662952166915,1,35,0,0,0,0,0,7.286217090180783,4025.956703089768
treatment1,0,21.395424615948833,0,38,0,0,1,0,0,10.181418454755187,4738.4107762798485
treatment1,0,24.589087519686956,0,41,3,1,1,1,0,4.053452608345972,4764.988667849459
control,0,6.857603579995499,0,41,0,0,0,1,0,9.567932994971725,4810.799063777449
treatment1,0,23.674307092120525,0,45,3,1,1,1,0,8.048339794068642,4785.154058957955
treatment1,0,25.70031774134756,1,30,4,0,1,1,0,10.85668723359076,4103.0671308377
control,1,6.196760061699974,0,50,2,1,1,1,1,5.753614380268451,6276.4547133286915
control,0,7.842211357177934,1,52,2,1,0,0,0,13.528967557439927,7387.111677285288
control,1,11.664788971878185,0,42,3,1,0,0,1,8.201662022086394,4750.963235859581
treatment1,1,21.61912415628222,0,30,2,1,0,1,0,10.28159655613997,5415.188613366669
treatment1,0,25.00281411615305,0,30,1,0,0,0,0,6.995289313054405,3891.600674294444
control,1,9.126154363121788,1,44,1,1,0,0,0,9.904712907885523,6825.005310149432
treatment1,0,16.776022741962464,1,37,2,1,0,1,0,8.686219341975692,6186.725200413139
treatment1,1,24.071390189243132,1,49,0,1,1,1,0,10.030355699615274,7022.093637837468
control,0,7.111349660819837,1,35,1,1,1,0,1,7.255624550985563,4992.513859146595
control,1,12.772170548667653,0,34,2,0,1,0,0,10.503708726949716,2322.2575209152787
control,0,8.304268723887178,0,44,1,0,0,0,0,11.591459967315725,4360.10068565921
control,1,6.153357819570537,1,42,1,1,0,0,0,18.782360614021407,7999.463620765136
control,0,6.287245706299627,1,31,1,1,1,1,0,12.625541729211209,6331.532692738883
control,1,9.395180381888908,0,39,2,0,0,0,0,11.750300265883771,5321.1863876947245
treatment1,0,22.889771238052376,1,48,0,1,1,0,0,5.703868318327413,4374.380145636499
control,1,12.316920801010793,1,40,4,0,0,0,1,10.286076098423296,4194.585948460543
control,1,5.578316605047645,1,47,1,1,0,0,0,9.138172560080505,5018.3837067813265
control,1,13.117502446476973,1,46,0,1,0,1,1,4.149011149430157,5065.6907651084975
treatment1,0,15.81384675483577,1,42,2,1,0,1,0,11.236091113524127,5564.767632216065
treatment1,1,26.08469251695323,1,52,1,0,1,1,1,9.851763887186069,4567.321305788988
treatment1,0,22.946967673083684,0,39,0,0,0,0,0,12.603306528544271,5399.054325836955
control,1,11.53406059290614,0,35,1,0,0,0,0,9.967091390507326,3083.3263050974897
control,0,13.439191995457236,1,37,1,1,0,0,0,8.316538489463106,5298.259816183751
control,0,11.774191575388254,1,39,1,0,1,0,1,9.499210438178554,4503.822391808386
treatment1,1,19.69005916564836,1,46,4,1,1,1,1,11.025224675796487,7571.4649041357625
control,1,11.537621692841793,0,53,0,1,0,0,0,12.95812960052505,7920.571093407886
treatment1,0,27.257041105166838,0,44,1,1,1,0,0,7.15870777097631,4594.321615037047
control,0,2.8233314366481346,0,29,2,0,0,0,1,10.457737866405331,3960.5516279913277
control,0,5.606072500752324,1,34,0,1,0,0,0,10.241100117608639,5498.744237764804
treatment1,0,24.10393021571078,0,40,2,1,0,0,0,10.066214429571849,5515.960321257905
treatment1,0,23.39388043779778,0,26,0,0,0,0,0,7.004156388359892,3397.526161355619
treatment1,1,16.129710827354433,0,59,0,1,0,1,0,10.34376887725703,9157.624876718533
control,1,7.082596631277244,0,47,1,1,1,0,0,12.53000270614357,7002.703676654567
control,0,8.173431866950871,0,43,2,0,0,0,1,12.321355470647317,4720.6647595630875
control,1,11.454804819950658,0,38,0,1,0,0,0,7.525550674036764,4734.612726770141
control,0,7.2693054866072595,1,42,1,0,0,0,1,9.261148626761399,3940.1886577305136
control,1,8.30873631426262,0,37,1,0,0,1,0,10.834555782139343,4511.639069497283
control,1,10.334980274908412,0,48,1,1,0,0,0,16.98393724459938,8144.135152857713
control,1,6.419744475484168,0,49,0,1,1,1,0,12.062133673048866,6812.996313522697
treatment1,0,19.152437301643012,0,48,1,1,1,0,1,13.239558961145896,6250.438901927365
control,1,1.6947845444970961,1,30,0,0,0,0,0,7.392884837334508,2748.102021849392
control,0,3.114243394674724,0,43,2,1,0,0,0,10.119685272602158,5568.451680983685
treatment1,1,20.48957291054804,1,41,3,1,0,0,0,15.255225720766958,6698.399314559095
treatment1,0,23.801768658501615,1,39,0,0,1,0,0,10.5127586379935,4780.010998756842
treatment1,0,25.206759260899783,1,39,1,1,0,1,0,8.635643344890772,5055.230075173333
treatment1,0,20.326637264164418,0,50,1,1,0,1,0,7.932110607412253,5196.216097021926
control,0,12.783593327573378,1,49,3,1,0,0,0,6.8756994662423665,5358.432800918009
control,1,8.556682208106597,1,36,2,0,0,0,0,9.438531950941734,4290.180305771487
treatment1,0,16.069545420003685,1,39,2,1,0,0,1,9.75205407169176,5774.995130132086
treatment1,1,21.5202677767003,1,46,1,1,1,0,1,11.688756868907202,5922.835086123931
treatment1,0,22.53913006232694,0,43,0,0,0,0,0,9.344590137605483,4775.834293185522
control,0,8.501504393933601,0,36,0,0,1,1,1,12.065520562985167,5253.878417884502
control,0,4.397238779411934,0,38,1,0,0,1,0,11.806395249641184,5536.543981659911
treatment1,0,21.934198451360402,1,40,1,1,1,0,1,10.438789601913175,5508.698579855031
treatment1,1,31.48027306844596,1,54,0,1,0,1,0,9.045124602742778,6307.572139683727
treatment1,1,21.926406081321765,0,38,1,0,0,1,0,9.981420192303169,3818.6837308535705
control,1,0.822407462756817,0,39,1,1,0,0,0,9.816239561474324,5371.522942575291
control,1,9.743131726431365,0,42,0,0,1,0,1,10.15924102756625,5004.531818759591
treatment1,0,20.58956166678706,0,36,3,1,1,0,0,11.457030537647752,6370.670633770366
treatment1,1,24.651815688843254,1,31,2,0,1,0,1,8.808146553742557,3742.730991018669
treatment1,0,25.542713729112883,0,51,0,1,0,1,0,11.57148351118052,6015.752072236214
control,0,8.848238674006353,1,37,1,0,0,1,1,9.835143364442038,4576.699646565627
control,0,9.216307512543722,0,42,2,0,1,0,0,11.966636884254376,4745.360958715393
treatment1,1,23.804568469253642,1,46,1,1,0,0,0,5.28339224532954,5148.7914607115235
control,1,7.0246173934330844,1,34,0,0,0,0,0,10.180007217066347,4827.054978063546
control,0,8.24771383333623,1,46,1,0,1,0,0,9.760597803112132,4130.916102399532
treatment1,0,22.780308393707237,1,47,0,1,0,0,0,10.067974841585038,5481.3909170102315
control,0,6.84804800654571,0,50,1,1,0,0,1,13.597592107728914,6303.39097327235
control,0,9.108409234499595,1,37,1,0,0,0,0,7.799400667143655,3364.4035981214092
treatment1,1,19.016405329366325,0,46,0,1,1,0,0,8.617856178758252,4952.428911718468
control,1,4.357838180457539,1,39,3,0,0,0,1,10.469232565321608,4057.434389944814
treatment1,1,20.804828272343045,1,38,1,0,1,0,0,9.652705110415415,4649.887815755052
control,0,7.18005964671848,1,35,0,1,1,0,0,8.58094362578637,5177.635509188564
treatment1,0,26.34248335254906,0,53,3,1,1,0,0,6.897073534234195,5459.674766995018
treatment1,0,21.144686979753054,0,43,2,0,0,0,1,13.765887781148756,5575.2993063692675
treatment1,1,24.577506630029614,1,41,1,1,1,1,0,10.358879988319318,5841.377293829618
treatment1,0,22.38686006072419,0,50,1,0,1,1,1,9.94939357184428,4661.567013216267
treatment1,1,22.550260651712076,0,31,1,0,1,0,0,11.355714138559902,4184.842695506754
control,0,5.415103741311258,0,47,0,1,1,0,0,9.16419754753997,6122.982858590947
control,1,8.657101828978199,1,40,1,0,0,0,1,7.302070411493887,4097.848341874012
treatment1,1,19.19551264723481,1,33,1,0,0,1,0,14.100981883743087,5559.681402126441
treatment1,1,25.613368701926095,0,42,2,1,0,1,0,10.106090131088127,5311.548269718439
treatment1,1,27.667491200241468,0,28,0,0,0,0,0,10.24823378577878,4276.681109057026
control,0,5.314945085930185,0,34,3,1,1,0,0,10.475097987227977,5903.448660789428
control,1,6.291074641294223,1,53,0,1,0,0,0,7.51573239317616,6710.400215642958
control,1,6.111483218324774,1,41,4,1,0,1,0,9.735698295110245,5276.621395394425
treatment1,0,21.510464114903815,0,40,0,0,1,0,1,11.243188261383498,5321.165593760741
control,1,4.919455863572399,0,47,1,1,0,0,1,9.183990690184674,5851.005005083933
treatment1,1,19.774171666120928,1,38,1,0,1,0,0,11.268739834079323,4784.171046630855
control,1,10.788987334926542,1,43,1,1,0,1,0,9.086612832091987,5748.244115320815
control,0,9.383316436076681,1,32,2,1,1,1,1,8.017630444907745,4864.275009282182
control,1,2.0075958116624966,0,49,1,1,0,0,0,13.597938656153746,6863.600629123068
treatment1,0,20.521231787723664,1,45,0,1,0,0,1,10.11242000102641,5501.2294498468045
treatment1,1,23.74597684179331,0,51,1,1,0,0,0,9.908593904572683,7080.564430597044
treatment1,1,26.6420116273407,1,45,3,1,0,1,1,12.611248517989054,6201.41173288872
control,0,11.506733726011015,1,54,3,0,0,0,0,10.652934109100428,4925.928072398113
control,0,9.309029362465022,1,40,1,1,1,1,0,11.816719750678663,5837.107661959197
control,0,9.044615507666023,0,50,0,0,0,0,0,6.63506946319224,2660.373974254371
