,treatment,target,uplift
87408,0,0,0.05
240060,0,0,0.030000000000000002
278931,0,0,0.06
214233,1,0,0.0
303329,1,0,0.03
391230,1,1,0.12
301926,1,0,0.01
315885,0,1,-0.17999999999999994
38772,0,0,0.05
362817,0,0,0.0
150369,0,0,0.01
292343,1,0,0.02
376681,1,0,0.05
164953,0,0,-0.02
372921,1,0,0.01
380055,0,0,0.01
365449,1,0,0.04
198640,0,0,0.02
378738,0,1,-0.039999999999999925
203053,0,1,0.23000000000000004
190384,1,0,0.02
6165,0,1,-0.019999999999999907
283047,1,1,0.06999999999999995
83135,1,0,0.04
272578,0,0,0.01
271732,1,0,0.03
382410,1,1,0.97
355523,1,0,0.0
232741,0,1,0.07999999999999996
58162,0,0,0.0
359163,0,0,0.18
101500,1,0,0.01
315833,1,0,-0.04
340570,0,1,-0.13
181575,0,1,0.09000000000000008
208135,1,0,-0.02
207215,1,0,0.0
363618,0,1,0.050000000000000044
341124,1,0,0.049999999999999996
117854,1,1,0.94
160993,1,1,0.030000000000000027
370993,0,0,0.04
324847,0,0,-0.01
149263,0,0,0.0
322518,0,0,0.01
101322,0,0,0.0
242285,1,0,0.02
198652,0,0,0.01
313120,1,1,0.13
348669,1,0,-0.13999999999999996
396469,0,0,0.04
341213,0,0,0.02
46159,0,1,0.039999999999999925
287963,1,0,0.08999999999999997
366023,1,0,0.01
192032,1,0,0.0
225095,0,1,-0.07999999999999996
320303,0,0,-0.02
276490,1,0,0.24
4119,1,1,-0.05999999999999994
365604,1,0,0.0
328009,0,0,0.01
307683,1,0,0.0
201851,0,1,-0.040000000000000036
189521,1,0,0.03
25579,0,0,0.010000000000000002
102482,0,0,-0.02
327236,1,0,0.05
137318,1,0,0.01
241972,0,0,0.06
53355,1,0,-0.09999999999999998
155523,0,1,-0.060000000000000005
61187,0,0,0.01
170297,0,1,-0.050000000000000044
36274,1,0,0.0
365812,1,0,0.01
314855,1,0,0.02
336641,0,1,-0.12
173293,1,0,0.02
342702,1,0,-0.02999999999999997
352558,0,0,0.06
77029,1,1,0.019999999999999907
168951,1,0,0.08
30249,0,0,0.67
244760,0,1,0.050000000000000044
178211,1,1,0.06000000000000005
295744,1,0,0.0
29142,0,0,0.0
322575,1,0,0.21000000000000002
50452,0,0,-0.18
81076,0,0,0.01
277056,1,0,0.25
270955,1,0,-0.010000000000000009
301001,0,1,0.1100000000000001
16099,1,1,0.37
137965,1,0,0.0
37298,1,0,0.02
17711,1,0,0.0
171402,1,0,0.22000000000000003
331528,0,0,0.0
396850,1,0,-0.09000000000000002
393577,0,0,0.95
311002,1,1,-0.039999999999999925
374270,1,0,0.01
389116,0,0,0.04000000000000001
73057,0,0,0.01
71283,1,0,0.0
374992,0,0,0.03
53424,0,0,-0.009999999999999998
314352,0,0,0.02
290885,1,0,0.010000000000000009
244122,0,0,0.0
377987,1,1,1.0
388081,0,0,0.26999999999999996
347772,1,0,0.0
13062,1,0,0.02
131055,0,1,-0.020000000000000018
356534,0,0,1.0
230486,1,0,0.0
21608,1,0,0.0
76451,1,0,0.0
270392,0,0,0.01
80713,0,0,0.01
281157,0,0,0.08
117137,0,0,0.05
183733,1,0,0.01
298704,0,0,0.03
366323,0,0,0.01
312428,0,0,0.0
48561,1,1,1.0
338310,0,0,0.01
229012,1,1,0.4099999999999999
199351,1,0,-0.009999999999999998
55174,0,0,0.02
187947,0,0,0.04
390266,1,1,0.98
113111,0,1,-0.10999999999999999
20735,0,1,-0.08999999999999997
328105,0,1,0.79
206078,1,1,0.019999999999999907
171309,1,0,0.06
117478,1,1,0.07999999999999996
256208,1,0,0.01
9501,0,0,0.01
264039,0,1,0.05999999999999994
152854,0,0,0.01
64813,0,1,-0.08999999999999997
318797,0,0,-0.01
76101,1,0,0.0
237419,1,1,0.05
387495,1,1,0.31
109140,1,0,0.04
238427,1,1,0.13
356414,1,0,0.0
363452,1,1,0.050000000000000044
91076,0,0,0.02
302810,1,1,0.35
2168,1,0,0.049999999999999996
190398,1,1,0.13
103455,1,0,0.03
170320,1,1,1.0
269278,1,1,0.0
388722,1,0,0.0
145319,0,0,0.01
97265,1,0,0.02
92459,1,0,0.04
5942,1,0,0.0
272402,1,0,0.01
145393,1,0,0.0
35683,0,1,-0.030000000000000027
311559,0,0,-0.02
67246,1,1,-0.22999999999999998
1988,0,0,0.03
46183,0,0,0.0
277878,0,0,0.86
84878,1,0,0.03
146619,0,1,-0.08999999999999997
382708,1,0,0.01
114392,1,0,0.03
216701,0,0,0.0
329486,0,0,0.98
185429,1,0,0.02
342416,1,0,0.04
339406,0,0,0.26
128948,1,0,0.02
387080,1,0,-0.01
142945,1,0,0.01
389121,1,0,-0.01
338231,0,0,0.02
390253,0,1,0.030000000000000027
229966,1,0,0.01
314658,0,1,-0.010000000000000009
377779,1,1,-0.15000000000000002
188083,0,0,0.02
169177,0,0,0.18999999999999995
388295,0,0,0.0
327681,0,0,1.0
42999,1,1,0.15000000000000002
92254,0,0,-0.01
170568,1,0,0.05
168161,1,0,-0.03
285289,1,1,0.61
303146,1,1,0.0
116760,1,0,0.01
347205,0,0,0.02
85145,0,0,0.04
72533,0,0,0.10000000000000003
204308,0,0,0.04
176153,1,0,0.0
356994,0,0,0.0
244014,0,0,-0.02
121924,0,1,-0.040000000000000036
77760,0,0,-0.01
209651,0,0,0.01
241400,0,0,0.0
166552,1,0,0.06
68829,1,0,-0.02
149719,0,0,0.01
25800,0,0,0.019999999999999997
292744,1,0,0.02
345235,0,0,0.0
190381,0,0,0.9199999999999999
395979,0,0,0.0
42303,0,0,0.02
74504,1,1,0.95
177385,0,0,0.0
27494,0,0,-0.02
387576,0,0,0.09000000000000001
380523,0,0,0.0
387733,1,0,0.03
343071,0,0,0.03
147363,1,0,0.02
218703,0,0,0.07
312029,1,0,0.06
358274,0,0,0.0
154556,1,1,0.98
220122,1,1,-0.030000000000000027
355457,0,0,0.01
90199,0,0,0.0
137489,1,1,-0.06999999999999995
260673,0,0,0.97
132676,0,0,0.0
329469,1,0,0.06
130079,0,0,1.0
233904,1,0,0.01
63045,1,0,0.01
139573,0,0,0.03
398307,1,1,-0.07999999999999996
315073,1,0,0.03
228272,1,0,0.12
344590,1,0,0.01
211162,1,1,0.42000000000000004
48282,0,0,0.01
102899,0,0,0.02
228734,0,0,0.07
24957,0,1,0.08999999999999997
250115,0,0,0.96
272120,1,0,-0.14
116264,0,0,0.95
301473,0,0,0.02
61419,0,0,0.09
233500,0,0,0.0
320164,0,0,0.01
22798,0,0,0.07
317120,0,1,0.1399999999999999
382816,1,0,0.0
139502,1,0,0.01
42710,0,0,0.01
242624,0,0,0.0
367249,0,0,0.01
112026,1,0,0.0
191065,0,0,0.019999999999999997
184200,0,1,-0.07000000000000006
369274,0,1,0.030000000000000027
44942,0,0,0.99
358417,0,0,0.0
245768,0,0,0.01
188192,1,0,0.02
41860,0,0,0.01
153235,1,1,0.05999999999999994
337400,0,0,0.01
382237,1,0,0.01
163280,1,0,-0.22999999999999998
118485,0,0,0.22
94872,0,0,-0.01
331178,1,0,0.01
371426,0,0,0.0
113503,1,0,0.0
137301,0,0,0.97
267828,0,0,0.02
335438,1,0,-0.01
20302,0,0,0.03
305362,0,0,0.03
331948,0,0,0.77
172881,0,1,-0.020000000000000018
241957,1,0,0.01
257524,1,1,0.0
266913,0,0,0.0
257430,0,0,0.01
244986,0,0,0.0
269475,1,1,-0.019999999999999907
106569,1,0,0.01999999999999999
260872,1,1,-0.24
32158,1,0,-0.010000000000000009
58897,0,0,0.13
358603,1,1,1.0
4182,1,0,0.0
131095,1,1,0.2
317245,0,0,0.23
195917,0,0,0.04
292849,1,1,0.18000000000000005
233777,1,0,-0.03
13753,1,0,0.019999999999999907
198162,0,0,0.009999999999999998
237837,1,0,0.07
293104,0,0,0.04
178424,0,0,0.02
50305,0,0,-0.01
42276,1,0,0.18000000000000002
108493,1,0,0.02
266374,0,0,0.0
59992,1,0,0.01
231460,0,0,0.0
63980,1,0,0.05
332453,0,0,0.0
89669,0,1,-0.039999999999999925
201516,1,0,0.039999999999999994
223508,0,0,0.0
318915,0,0,0.01
119540,0,0,0.01
372004,0,0,0.030000000000000002
247180,0,0,0.02
180938,1,0,0.08
249481,0,0,0.0
359709,0,1,-0.040000000000000036
94915,1,0,0.05
105434,1,0,0.0
184280,1,0,0.0
197899,0,0,-0.01
380016,0,0,0.19999999999999996
383495,0,0,0.0
52998,1,0,0.0
277664,0,0,0.98
182655,1,0,-0.010000000000000002
390135,1,0,0.0
104219,1,0,0.01
386366,1,1,-0.040000000000000036
315440,1,1,-0.09999999999999999
57202,0,0,0.01
394149,1,0,-0.02
23189,1,0,-0.02
234791,1,1,0.95
188108,1,0,-0.019999999999999997
361844,1,0,0.0
351252,0,0,0.01
59559,0,1,0.030000000000000027
85051,1,0,0.01
213112,1,1,0.14999999999999997
259218,1,0,-0.13
11454,1,0,-0.010000000000000009
327562,0,0,1.0
299198,0,0,0.06
121994,0,0,0.04
169139,0,0,0.05
232006,0,0,0.01
380080,1,1,-0.030000000000000027
215755,0,0,0.01
392248,1,0,0.02
106613,1,1,0.96
105945,0,0,0.07
156334,0,0,-0.03
281677,1,1,-0.020000000000000018
164063,0,0,0.0
254362,1,0,0.09
319603,0,0,0.01
152305,0,0,0.0
309023,1,1,0.0
361883,1,0,0.03
382776,1,1,0.029999999999999916
66477,1,0,0.0
17138,0,0,0.93
12941,1,1,0.98
328794,1,1,0.06000000000000005
71633,0,1,-0.19999999999999996
71750,0,0,0.02
163164,0,0,0.0
95877,0,0,0.01
62234,0,0,0.0
40380,0,1,0.050000000000000044
318412,1,1,0.0
289674,1,0,-0.02
165655,0,0,0.0
7026,0,0,0.0
189146,0,0,0.08999999999999997
291187,1,0,-0.01
310771,1,0,0.01
8190,0,0,0.02
35038,1,0,0.0
182888,0,0,0.009999999999999998
259888,0,0,0.01
272852,1,0,0.02
240728,0,0,0.0
68776,0,0,0.97
259737,0,0,-0.01
110979,1,0,0.0
79170,1,0,0.01
117454,0,1,0.050000000000000044
172826,0,0,1.0
251470,0,0,0.0
196869,0,0,0.04
360358,0,0,0.020000000000000018
363261,1,1,-0.12
180918,1,0,0.0
198828,1,1,0.06999999999999995
15709,1,0,0.02
138222,0,0,0.020000000000000018
274033,0,1,-0.030000000000000027
191833,0,1,0.1299999999999999
277251,1,0,0.0
343396,1,0,-0.010000000000000009
137572,1,0,0.0
198922,0,1,-0.17000000000000004
22619,1,0,0.0
91640,0,0,0.38
344487,1,1,-0.010000000000000009
394545,1,0,0.01
195631,1,0,0.0
49263,1,0,0.03
15478,1,0,0.03
197088,0,0,0.05
168181,0,0,0.09999999999999998
357607,0,0,0.01
261450,1,0,0.02
295216,0,0,0.02
308952,1,1,-0.010000000000000009
360919,0,0,-0.09999999999999998
44423,1,0,0.08
112500,0,0,0.0
399877,1,0,0.0
284258,1,0,0.01
301048,1,1,0.01
51114,0,0,0.0
319570,0,0,1.0
76283,0,0,0.01
248225,0,0,0.97
304972,1,1,1.0
292037,0,0,0.01
5588,0,0,0.01
77120,1,0,0.01
258922,1,1,0.98
155240,1,1,0.33999999999999997
77039,1,0,-0.020000000000000018
286092,1,1,0.1499999999999999
77103,1,0,-0.01
212560,0,0,0.03
21113,0,0,0.01
251080,1,0,-0.12
60979,0,0,0.0
79675,1,0,0.0
182537,1,0,0.01
6987,1,1,0.96
80479,0,0,0.98
30386,1,0,-0.019999999999999997
329483,0,0,0.01
363734,1,1,0.010000000000000009
234614,0,0,0.03
339319,1,1,0.020000000000000018
182459,0,0,0.02
34315,1,0,0.01
290439,0,1,-0.020000000000000018
142735,0,1,0.0
37824,1,0,-0.01
307854,1,1,0.15999999999999998
262645,1,1,1.0
17208,0,0,0.01
279203,1,0,0.16000000000000003
41813,1,0,0.01
87769,0,0,0.98
392923,1,0,0.02
219238,1,0,0.0
177288,1,0,0.06
281215,0,0,0.0
212097,1,1,1.0
162710,0,0,0.0
324307,0,0,0.02
250504,1,0,0.05
200819,0,0,0.08000000000000002
287193,0,0,0.01
201473,0,1,-0.06999999999999995
151086,1,1,0.27
117249,0,0,0.99
305962,0,0,0.019999999999999997
124883,0,0,0.01
380230,1,1,0.09999999999999998
296858,1,0,0.03
348564,1,1,1.0
274287,0,0,0.01
223740,1,1,0.37
330091,1,0,-0.02
111000,1,1,0.77
295552,1,0,0.0
30913,1,0,0.04
218511,0,0,0.02
140453,0,0,0.03
279407,0,1,0.06000000000000005
2153,1,1,1.0
235642,0,0,-0.01
261066,0,1,0.2799999999999999
7266,0,0,-0.009999999999999998
397038,0,0,-0.019999999999999997
350648,1,0,-0.02
396240,1,1,0.050000000000000044
394859,1,0,-0.01
270698,1,1,-0.07999999999999996
271321,0,0,0.96
41050,0,0,0.01
319161,1,0,0.01
361664,1,1,0.14
46503,1,0,0.05
344621,1,0,0.01
310502,0,0,0.0
252053,1,0,-0.14
28451,0,0,0.02
163400,1,0,-0.04
269375,1,0,0.13
137936,0,0,0.02
339635,0,0,0.01999999999999999
268528,0,0,-0.07
5884,1,1,0.21000000000000002
350432,0,0,1.0
26822,1,0,-0.01
142780,0,0,0.0
186425,1,0,0.0
116670,1,1,1.0
23444,0,0,0.0
222382,1,0,-0.01
348837,1,0,0.01
282756,1,1,1.0
209065,0,0,0.01
109919,0,0,0.02
363304,0,0,0.01
28692,1,1,0.97
123875,0,0,0.0
250085,1,0,0.01
12820,1,0,0.03
173536,1,0,0.12
342439,0,0,0.01
377833,0,0,-0.07
140247,1,0,-0.01
143456,0,0,0.0
65740,0,0,0.01
206446,1,0,0.01
124187,0,0,0.0
271997,0,0,-0.03
98589,0,0,0.0
340870,1,1,0.010000000000000009
327159,1,1,0.18000000000000005
399115,0,1,0.09999999999999998
228701,0,0,0.02
225930,0,1,-0.05999999999999994
194951,0,0,0.13
78916,0,0,0.0
301039,1,1,0.010000000000000009
135716,1,1,0.030000000000000027
370258,1,0,0.010000000000000009
328610,0,0,0.25000000000000006
399939,1,0,0.01
269833,1,0,0.0
92033,0,0,0.0
276455,1,0,-0.01
315921,0,0,0.01
374415,1,0,-0.09999999999999998
240758,1,0,-0.01
11879,0,0,1.0
257388,0,0,0.03
392065,1,0,0.03
112456,1,0,0.01
224750,1,0,0.18
350154,0,0,0.01
188985,1,0,0.02
73383,0,0,0.0
165895,0,0,0.0
374280,1,0,0.01
129877,1,0,0.06
60416,1,0,0.010000000000000009
16462,0,0,0.01
35888,1,0,0.0
315643,0,0,0.0
260648,0,0,-0.01
137515,0,0,0.0
202692,1,0,0.01
49830,1,0,0.02
120856,1,0,0.02
170621,1,1,-0.06999999999999995
383171,0,1,-0.05999999999999994
256475,0,0,0.05
81359,1,0,0.26
182222,1,0,0.09
262205,1,0,0.0
175185,1,1,0.25
101601,0,0,0.06
372914,0,1,0.01
320297,0,1,0.16999999999999998
90271,0,0,0.01
305316,1,0,-0.02
116305,1,1,0.17999999999999994
208916,1,0,0.0
202272,0,0,0.02
180732,0,0,-0.04000000000000001
381238,1,0,0.0
346075,1,0,0.04
78643,0,1,0.09999999999999998
11084,0,0,0.01
293283,1,0,0.03
12798,0,0,0.02
257975,0,0,0.03
335204,1,0,0.0
366526,0,0,0.0
333022,1,1,1.0
5992,1,0,-0.02
133233,1,1,0.08000000000000007
221498,1,0,0.01
164554,0,0,0.09000000000000001
113992,0,1,0.010000000000000009
287798,0,0,-0.01
266416,0,0,0.01
288036,1,0,0.04
354511,0,0,0.04
366522,0,0,0.19
261807,0,0,1.0
312500,1,0,-0.03
40270,0,1,0.05999999999999994
261763,1,0,0.02
375023,0,0,0.02
303529,1,0,0.0
173397,1,0,0.01
21365,1,1,-0.12
247208,1,0,0.03
169417,0,0,0.0
119263,0,0,-0.01
177403,0,0,0.02
252839,1,1,1.0
100988,0,0,0.1
393842,1,0,0.0
120052,0,0,0.0
327396,1,0,0.03
251712,1,1,0.039999999999999925
337787,1,0,-0.01
322967,1,0,0.0
45800,1,1,0.33999999999999997
286002,0,0,0.0
278845,1,0,0.01
118644,0,0,0.06
198057,1,0,0.17000000000000004
393730,1,0,0.02
247886,0,1,0.12
30957,0,0,0.03
170994,1,0,0.02
121126,0,0,0.02
151897,1,1,0.05999999999999994
390190,1,0,-0.03
251230,1,0,0.03
360301,1,0,0.009999999999999998
128729,0,0,1.0
372269,1,1,0.03
299307,1,0,0.01
259621,0,0,0.01
84048,1,0,0.02
35428,0,0,0.99
9590,0,0,0.0
392891,1,1,0.040000000000000036
211962,1,0,0.03
258212,1,1,0.22999999999999998
224727,1,0,0.02
283075,0,0,0.01
112101,0,0,0.03
259187,0,0,0.01
191153,1,0,0.0
128998,0,0,0.0
332200,0,0,0.0
171249,0,1,0.17000000000000004
186158,1,0,0.02
238659,0,0,0.15
17220,0,0,0.0
398822,0,0,0.0
43581,1,0,-0.01
325780,1,0,0.03
94331,1,1,-0.030000000000000027
158320,1,0,-0.01
299514,0,0,-0.14
373981,0,1,-0.030000000000000027
152616,1,1,0.0
283941,0,0,0.01
240923,0,0,0.0
359466,0,0,0.21999999999999997
388888,0,0,0.0
113457,1,1,0.040000000000000036
256291,0,0,0.0
253152,0,0,0.05
357255,0,1,-0.010000000000000009
167320,0,0,0.01
22439,1,0,0.01
62664,1,1,0.97
166384,0,0,0.01
375802,0,0,-0.01
298808,0,0,0.26
84416,1,0,0.060000000000000005
55471,1,0,0.01
266455,1,0,0.0
79565,0,0,-0.02
366318,0,0,0.0
152960,0,0,0.0
366308,1,0,0.020000000000000004
158898,1,0,-0.02
24327,0,0,0.13
316191,0,0,0.0
20201,1,0,-0.01
339426,0,0,1.0
51140,0,1,-0.06999999999999995
9827,0,0,0.17
379829,0,0,0.0
184351,0,0,0.03
366842,0,0,0.01
274839,0,0,0.05
289970,0,0,0.11000000000000001
79512,1,1,0.12
165865,0,0,-0.02
213072,1,0,0.04
339581,1,0,0.01
274713,0,0,0.0
128855,0,0,0.0
200792,0,0,0.01
256241,1,0,0.02
260415,0,0,0.020000000000000018
14046,1,0,0.01
327529,0,1,0.28
238094,0,1,0.10999999999999999
33808,1,1,0.04000000000000001
279558,0,1,0.12
157187,0,0,-0.01
305489,0,0,-0.019999999999999997
83675,0,0,0.0
274324,1,1,0.94
101554,1,1,0.95
42496,1,0,0.09000000000000001
374629,0,0,-0.020000000000000018
9065,0,1,0.21999999999999997
193461,0,1,0.25
210099,0,0,0.97
254402,0,0,0.03
36649,0,0,0.02
62906,1,1,0.15000000000000002
102724,1,0,0.01
113811,1,1,1.0
111737,0,0,0.01
45524,1,0,0.01
346941,0,0,0.01
271450,0,0,0.01
320981,1,1,0.12
345448,0,0,0.0
47251,1,0,0.03
261981,1,1,1.0
131893,1,1,0.99
311745,0,0,0.02
343644,0,0,0.10999999999999999
331272,1,1,0.99
26563,0,0,0.019999999999999997
180463,1,1,0.029999999999999916
395561,1,0,0.05
12706,0,0,0.26
311062,0,0,0.0
106218,0,0,0.0
349509,1,0,0.02
271157,1,1,-0.12
360984,0,0,0.14
315840,0,0,0.03
65458,1,1,0.98
212859,1,0,0.05
136706,0,1,0.03
122710,1,1,-0.040000000000000036
231539,1,0,0.0
75284,1,1,-0.010000000000000009
225998,1,0,-0.05
340133,1,1,0.15999999999999992
109652,1,1,0.97
36830,0,0,0.01
117772,1,1,0.009999999999999898
149935,1,0,0.010000000000000009
158685,0,0,0.06
280204,1,0,0.03
277438,0,0,0.02
316745,0,0,0.02
392266,0,0,0.01
319062,1,1,-0.19000000000000006
399344,1,0,0.06
39350,1,0,0.02
518,1,0,0.07
394170,1,0,0.010000000000000002
156624,0,0,0.0
323101,1,0,0.14
343151,0,1,0.42
366807,0,0,0.97
373517,0,1,0.039999999999999925
237204,0,0,0.99
363894,1,1,0.29999999999999993
170186,0,1,-0.06
130608,0,0,0.01
171978,1,1,1.0
29352,1,0,0.17999999999999994
29768,1,0,0.01
57972,1,1,0.050000000000000044
55868,1,0,0.0
182893,1,0,0.01
344040,1,0,0.0
352762,0,0,0.31999999999999995
261082,0,1,-0.010000000000000009
334220,0,0,0.0
208019,0,0,0.95
44181,1,1,0.99
219392,1,1,0.21999999999999997
317982,1,1,-0.050000000000000044
72208,0,0,-0.01
136051,0,0,0.14
300325,0,0,-0.05
244319,1,0,0.02
281748,0,0,-0.01
363313,0,0,0.0
296442,0,0,0.0
47950,1,1,-0.08999999999999997
371670,0,0,0.0
151268,0,0,0.0
164820,1,0,0.08
355087,0,0,-0.09000000000000002
98731,0,0,-0.019999999999999997
128285,1,0,0.02
69789,0,0,0.02
205708,1,0,0.05
75040,1,1,-0.030000000000000027
277187,0,0,0.0
333497,1,0,0.0
269658,1,0,0.0
262861,0,0,0.99
150326,0,0,0.01
356399,1,0,0.05
217941,0,0,0.060000000000000005
364217,1,0,0.05
35961,1,1,0.029999999999999916
337172,0,0,0.02
302074,1,0,0.0
35923,1,1,0.99
303904,1,1,0.99
260804,1,1,0.029999999999999916
272333,0,0,0.87
164183,0,0,-0.01
20128,1,0,0.01
249849,1,0,0.0
107095,1,0,0.009999999999999995
27940,1,1,0.16999999999999993
153845,0,0,0.0
111381,0,0,-0.01
399671,0,1,-0.06000000000000005
101177,0,0,0.05
78010,1,1,0.029999999999999916
57348,1,0,0.0
307196,1,0,0.02
95958,1,0,0.17
96286,1,1,0.87
296985,0,0,0.02
71770,0,0,0.99
202761,1,1,0.09999999999999998
198904,1,0,0.0
100578,1,0,0.0
114157,0,0,0.97
136648,0,0,0.0
211876,1,0,-0.03
265844,0,0,0.0
41662,0,0,0.04
204129,0,0,0.08
13951,1,0,0.01
133445,0,0,0.01
194973,0,0,0.019999999999999997
337453,1,0,0.0
3284,0,0,-0.18
14223,1,0,0.0
390351,0,0,-0.03
194359,0,0,0.0
254056,1,1,0.05999999999999994
263870,1,0,0.05
272481,1,0,0.0
318943,0,1,0.21999999999999997
344524,1,0,0.01
102567,1,0,0.0
171744,1,0,0.01
121068,0,0,0.0
274498,0,1,0.22999999999999998
192810,1,0,0.0
73326,0,0,0.0
188700,0,0,0.0
365262,0,1,-0.18000000000000005
265221,1,0,0.0
339680,0,0,-0.02
325553,0,0,0.01
398731,1,1,0.07999999999999996
127947,0,1,-0.06000000000000005
393823,1,1,0.039999999999999925
118739,0,0,0.049999999999999996
94681,0,1,-0.04999999999999993
215484,0,0,0.0
341699,0,0,0.22
200125,0,0,0.0
289390,0,0,0.99
283301,0,1,-0.10999999999999999
46644,1,1,-0.19999999999999996
77007,0,1,0.14
82447,0,1,0.09999999999999998
346510,0,0,0.16
395811,1,0,0.0
46735,1,0,0.03
205839,0,0,-0.01
33199,0,0,0.02
121916,1,0,-0.019999999999999997
113522,1,1,-0.020000000000000018
355579,0,0,1.0
395750,1,1,0.99
103412,1,0,0.1
137594,1,1,-0.17999999999999994
132270,1,1,0.22999999999999998
130631,1,0,0.0
384235,1,0,0.01
129584,0,0,0.01
75250,0,1,-0.07999999999999996
53980,0,0,0.01
331721,0,0,0.02
296364,1,1,0.15
329373,1,0,0.0
329603,1,0,-0.019999999999999997
184796,1,0,0.0
3810,1,0,0.1
395783,0,0,0.0
220544,0,0,0.08
6684,0,1,0.10999999999999999
30486,1,0,0.03
46247,1,0,0.0
164970,1,0,0.11
239255,0,0,0.0
304918,1,1,0.08999999999999997
358575,1,0,-0.01
183179,0,0,0.06
392612,1,0,0.97
25030,1,0,0.02
86722,1,0,0.0
66703,0,0,0.19999999999999996
324147,1,1,0.55
333552,0,0,0.0
173935,1,1,1.0
354301,0,0,0.0
61310,0,1,-0.2
188074,0,0,0.01
297156,1,0,0.0
72545,1,1,-0.36000000000000004
66491,0,1,0.13
144995,0,0,0.06
51484,0,0,-0.14
304978,0,0,-0.02
269898,1,0,0.02
28407,1,0,0.04
111253,0,0,0.04
175514,1,0,-0.01
61054,1,1,0.08999999999999997
138559,1,0,0.03
310456,1,1,0.99
174465,1,0,-0.01
59251,0,1,0.09999999999999998
376615,1,0,0.27999999999999997
274225,0,0,0.04000000000000001
387882,0,0,0.03
44152,0,1,-0.030000000000000027
122455,1,0,0.03
19352,0,0,0.29000000000000004
80334,0,0,-0.01
299606,0,0,0.0
281212,1,0,-0.01
132090,1,0,0.01
335350,0,0,-0.02
74446,1,0,0.0
112939,0,0,0.0
193594,0,1,0.020000000000000018
373406,1,1,-0.14
116400,1,0,0.019999999999999997
192208,0,0,0.0
276705,1,0,0.01
313907,1,0,0.01
4968,0,1,0.030000000000000027
137535,0,0,0.0
201088,0,0,0.71
33984,1,0,0.03
61906,1,0,0.09
377251,1,0,0.03
169582,0,0,0.01
345683,1,1,0.72
82080,0,0,0.03
126801,0,0,0.03
71192,1,0,0.01
335517,1,1,-0.10999999999999999
70130,1,0,0.19999999999999998
121397,1,1,-0.06000000000000005
17123,0,0,0.03
2780,0,0,0.0
366028,1,0,0.0
336836,1,0,0.0
155399,1,1,0.52
85354,0,0,-0.01
271029,1,0,0.0
297339,0,0,0.04
182970,0,0,0.0
273325,1,0,0.02
225839,1,0,0.01
65220,0,0,0.01
202930,1,0,-0.010000000000000009
185617,1,1,0.0
239889,0,0,0.01
12457,0,0,0.0
25590,1,1,0.99
191277,1,1,-0.2899999999999999
159290,0,0,0.47
121200,1,1,0.0
396366,1,1,0.94
233064,1,0,0.0
268110,1,1,-0.040000000000000036
160187,1,1,0.0
150174,1,0,0.01
182436,1,0,0.0
283913,0,0,0.08
186984,1,0,-0.019999999999999997
187940,0,0,0.03
84803,1,0,0.04
22691,0,1,0.030000000000000027
91915,0,0,-0.009999999999999998
338848,1,0,0.02
185343,1,0,0.03
158737,0,0,0.94
335819,1,0,0.0
157497,1,1,-0.17000000000000004
271820,0,0,0.01
210224,0,0,0.03
109356,0,0,0.99
194400,1,0,0.01
115027,1,0,0.01
94680,0,1,0.07999999999999996
184533,1,0,0.0
166005,1,1,0.09999999999999999
118395,0,0,0.01
198513,1,0,0.06
41216,0,0,-0.03
19009,1,1,0.20999999999999996
187799,0,0,0.019999999999999997
109038,1,0,0.0
396234,0,0,-0.01
382296,1,0,0.03
109193,0,0,0.01
67934,1,1,0.050000000000000044
130847,0,0,0.04
75789,0,1,-0.040000000000000036
141335,1,0,0.01
21018,0,1,0.17000000000000004
239956,0,0,0.04
254276,0,1,-0.19999999999999996
324745,1,0,0.03
376286,1,1,0.05999999999999994
141480,0,0,0.04
120603,1,1,0.050000000000000044
120713,1,0,0.0
215901,1,0,0.02
389083,1,0,0.0
55356,1,1,1.0
72456,1,1,0.18000000000000005
132292,0,0,0.06
316638,0,0,0.049999999999999996
385580,0,1,0.19999999999999996
161957,1,0,0.01
165722,1,1,0.92
309135,0,0,0.0
12904,1,0,-0.01
348520,0,0,-0.01
287154,1,0,0.0
150855,0,0,0.01
254893,0,0,0.01
205566,1,1,1.0
113666,0,0,0.01
281443,1,0,-0.07999999999999996
257053,1,0,0.0
63501,0,0,-0.02
232364,1,0,0.01
83619,1,0,-0.01
102875,0,0,-0.01
87329,1,0,0.02
336080,0,0,0.0
268247,1,0,0.18000000000000002
257059,0,0,0.01
353919,0,0,0.01
346449,1,0,0.01
3014,1,0,0.09
257347,0,1,-0.010000000000000009
5891,1,0,-0.009999999999999998
305344,1,1,-0.06000000000000005
17714,0,0,0.0
89188,1,0,0.14
317480,1,0,0.0
90263,0,0,-0.02
185827,0,0,0.0
251265,1,0,0.04
301182,0,0,0.01
399099,1,1,0.14
162006,0,0,0.96
280601,0,0,0.0
198000,1,0,0.019999999999999997
2161,0,0,0.0
245179,1,1,0.98
389545,1,0,0.08
388756,1,1,0.92
215143,0,0,0.019999999999999997
123749,1,0,0.04
321049,1,1,0.06999999999999995
54083,1,0,-0.02
80954,0,0,0.01
250016,1,1,-0.010000000000000009
94839,0,0,0.0
226025,1,1,0.30000000000000004
129585,0,0,0.0
